x,y,t,polarity
25,141,0.200720351,False
332,147,0.200722175,True
248,8,0.200723875,False
151,25,0.200724696,False
174,9,0.200724809,False
153,47,0.200724829,False
44,13,0.200725557,False
142,43,0.200726186,True
299,43,0.200728071,True
88,88,0.200728301,True
155,122,0.200728978,False
327,0,0.200729087,False
20,47,0.200730206,False
130,58,0.200730305,False
151,106,0.200730875,True
164,42,0.200731555,False
25,94,0.200732072,True
23,137,0.200732623,True
11,66,0.200732707,False
242,103,0.200732941,True
96,79,0.200733386,False
77,143,0.200733674,True
85,128,0.20073447,True
88,181,0.200734716,True
161,34,0.200736191,True
268,87,0.200737086,True
78,10,0.200738153,True
202,15,0.200738226,True
211,10,0.200738431,False
130,67,0.200738555,False
235,14,0.200738947,False
52,104,0.200739055,False
174,114,0.200739443,False
321,3,0.200739598,False
141,148,0.200739912,True
254,55,0.200740066,True
35,55,0.200740963,True
143,28,0.20074132,True
331,88,0.200741642,True
104,50,0.200742088,False
326,63,0.200743404,True
96,1,0.200744181,True
105,30,0.200744769,True
265,3,0.200745433,False
106,117,0.200745731,False
222,21,0.200746253,False
332,37,0.200746962,True
98,54,0.200747873,False
132,49,0.200748682,True
286,68,0.200748743,False
178,115,0.200749126,False
16,63,0.200749194,False
314,110,0.20074949,True
89,39,0.200749964,False
55,211,0.200750853,False
329,108,0.200750989,False
223,4,0.200751234,False
252,74,0.200751651,True
189,46,0.200752192,False
205,21,0.200752854,False
179,106,0.200753629,False
134,30,0.200754894,False
263,58,0.200754987,False
109,27,0.200755397,True
227,119,0.200756521,False
156,34,0.200757312,False
149,60,0.200757536,False
178,22,0.200758466,False
320,37,0.200758503,False
171,116,0.200758572,False
336,89,0.200758802,False
251,60,0.200758821,True
186,47,0.200759382,False
43,42,0.20075987,True
329,25,0.200759912,False
34,78,0.200760078,True
156,104,0.200760087,True
318,48,0.200760094,False
222,4,0.200760452,False
92,122,0.200760921,False
122,63,0.200761209,False
332,95,0.200761249,False
80,112,0.200763003,True
115,47,0.200763148,False
93,90,0.200763199,False
125,69,0.200764775,False
181,42,0.200764991,True
306,143,0.200766549,False
131,35,0.200766558,True
199,24,0.200766817,False
11,57,0.200767985,False
168,116,0.200768172,False
284,25,0.200768426,False
170,2,0.200769104,True
288,70,0.200769123,False
122,38,0.2007702,False
243,106,0.200770727,True
235,127,0.20077114,False
127,61,0.200771464,False
96,187,0.200771752,False
245,113,0.200772544,True
128,139,0.200773697,False
248,91,0.200774585,True
293,91,0.200774679,False
257,52,0.200775239,True
256,57,0.200775292,True
255,41,0.200775457,True
108,62,0.200775497,False
254,74,0.200776151,True
198,0,0.200777201,True
41,68,0.200777665,True
344,88,0.200777747,True
203,15,0.200778435,True
180,4,0.200779271,False
157,35,0.200780768,True
130,33,0.20078103,False
129,122,0.200782446,True
238,11,0.200783458,False
132,76,0.200783462,True
248,4,0.200783918,False
178,25,0.200784058,True
328,88,0.200784366,True
6,254,0.20078465,True
101,70,0.200785147,True
146,26,0.200785769,True
339,166,0.200787148,False
159,107,0.20078733,True
158,100,0.200787528,True
181,34,0.200789187,False
204,75,0.200789298,True
116,57,0.20078944,False
136,8,0.200789778,True
172,12,0.200790615,True
35,65,0.2007907,True
265,73,0.20079126,True
145,40,0.200791422,False
139,54,0.200791816,False
183,107,0.200792395,False
116,74,0.200792824,False
87,174,0.200792878,True
119,16,0.2007929,False
91,90,0.200793009,False
178,7,0.200793565,False
213,120,0.200793957,False
126,51,0.200794073,False
164,32,0.200794282,True
130,12,0.200795206,True
100,55,0.200795452,True
242,63,0.200795885,True
241,82,0.20079606,False
136,31,0.200796541,True
192,3,0.200797223,True
201,26,0.200797464,False
185,104,0.200798079,True
310,84,0.200798944,True
11,250,0.200800674,True
342,62,0.200800758,False
329,100,0.200801213,False
140,54,0.200801517,False
85,160,0.200801627,False
178,111,0.200802222,False
28,8,0.200802419,False
327,66,0.200803601,False
11,221,0.20080402,True
277,72,0.200804519,True
209,11,0.200804657,False
179,9,0.200804959,True
138,55,0.200805535,False
249,55,0.200806257,True
19,63,0.200807256,False
77,138,0.200807284,True
181,8,0.200807354,True
9,249,0.200807659,False
84,87,0.200808222,False
299,136,0.200808722,False
180,6,0.200808929,False
181,24,0.200809071,True
151,34,0.200809232,False
186,100,0.200809858,True
196,16,0.200810251,False
188,31,0.200810488,False
119,65,0.200810524,False
205,7,0.200810545,False
211,20,0.200812647,False
90,137,0.200812861,True
4,164,0.200813641,True
157,22,0.20081375,False
168,28,0.200813813,False
185,6,0.200815261,True
306,72,0.200815277,True
299,114,0.200815408,True
138,128,0.200815604,False
75,194,0.200815879,False
249,46,0.200816803,True
125,36,0.200817257,False
344,10,0.200817774,True
5,223,0.200818408,False
73,10,0.20081868,True
136,32,0.200818874,True
42,15,0.200819395,False
83,131,0.200819883,True
141,138,0.200819935,False
193,29,0.200820376,False
71,90,0.200822887,False
254,91,0.200822966,False
152,52,0.200824024,True
80,126,0.200824069,False
189,31,0.200824677,False
90,38,0.200824794,False
281,52,0.200825134,False
107,48,0.200825589,False
136,132,0.200825657,True
5,41,0.200826194,False
294,9,0.200826945,False
305,5,0.200828748,True
155,25,0.200830147,True
150,122,0.200830416,True
338,165,0.200830887,True
146,2,0.200831512,True
9,251,0.200831868,True
344,143,0.200832321,False
342,131,0.200832491,True
78,26,0.200832492,True
206,37,0.200833852,False
176,43,0.200834149,True
164,1,0.200834709,False
119,57,0.200834933,True
197,66,0.200835034,True
172,98,0.200835577,False
239,72,0.200836193,True
37,73,0.200838617,True
77,171,0.200838892,False
121,18,0.200838915,True
295,12,0.200838968,False
238,4,0.200839305,False
114,60,0.20083945,True
164,89,0.200839767,True
83,48,0.200839883,True
187,108,0.200840062,False
244,39,0.200840068,True
196,102,0.200840509,True
26,84,0.200842446,True
189,108,0.200842611,True
289,77,0.200842632,False
152,20,0.200844025,False
101,33,0.200844141,True
330,165,0.200844673,True
169,100,0.200845072,False
301,82,0.200845194,True
196,1,0.200845494,True
331,85,0.200845646,True
140,5,0.200846401,True
205,92,0.200846523,False
179,49,0.2008473,False
44,121,0.20084883,False
327,32,0.20084893,False
313,104,0.200849099,True
264,19,0.200849506,False
96,177,0.200849819,False
147,26,0.200850222,True
118,44,0.200850488,False
71,132,0.200851088,False
149,0,0.200851176,True
188,97,0.200851423,False
191,108,0.200851703,False
305,92,0.200851907,False
328,82,0.200851908,False
184,25,0.200852691,True
305,65,0.200852817,True
304,54,0.200853184,True
204,24,0.200853793,False
182,112,0.200854015,False
161,18,0.200854298,True
25,83,0.200854431,True
168,14,0.200854772,True
140,63,0.200855201,False
68,119,0.200855587,True
251,77,0.200856044,True
74,21,0.200856634,True
53,91,0.200857049,False
35,257,0.200857201,False
109,51,0.200857208,False
198,15,0.200859073,False
170,27,0.200859629,False
152,59,0.200861167,False
175,8,0.20086139,False
258,65,0.200861529,True
331,18,0.200861915,False
129,13,0.200862557,True
24,40,0.200862901,False
120,56,0.200863006,True
191,18,0.200863803,False
76,102,0.200863809,False
289,110,0.200864279,False
167,101,0.200864664,False
72,54,0.200865726,False
256,22,0.200866067,True
142,1,0.200866077,False
97,79,0.200866216,False
166,29,0.200867698,False
340,92,0.200867775,False
337,133,0.200868155,True
49,34,0.200868602,True
53,53,0.200868975,True
179,92,0.200869319,False
197,1,0.200869325,True
337,76,0.200870595,False
206,12,0.200872215,False
80,70,0.200872295,True
177,7,0.200873209,False
167,53,0.200873866,False
145,24,0.200873967,False
328,18,0.200874315,False
104,27,0.200875538,False
299,108,0.200876365,True
117,69,0.20087666,False
188,44,0.200877455,False
320,47,0.200877679,False
332,2,0.200879088,True
167,110,0.200879318,False
164,16,0.200880832,True
140,27,0.200880843,False
91,59,0.200881709,False
300,97,0.200882837,True
153,22,0.200883052,True
25,86,0.200883054,True
62,53,0.200883476,False
80,113,0.200884709,True
143,4,0.200884743,True
143,25,0.200884774,False
150,24,0.200884847,True
94,80,0.20088545,False
175,111,0.200886495,False
73,4,0.200887277,True
57,82,0.200888136,False
335,46,0.200888169,True
59,7,0.200888249,False
118,68,0.200888935,True
248,164,0.200890606,True
22,75,0.200890862,True
158,33,0.200891368,False
130,85,0.200892228,True
219,13,0.200892445,False
278,96,0.200892458,False
178,30,0.20089325,False
189,4,0.200893896,True
136,45,0.200894009,False
183,91,0.200894166,False
326,41,0.200894453,False
336,0,0.200894603,True
150,133,0.200894725,False
86,185,0.200895198,False
340,132,0.200896185,True
55,101,0.200896459,False
255,98,0.200898123,True
156,51,0.200898689,True
175,96,0.200899175,True
323,39,0.20090019,True
171,93,0.200901715,False
213,2,0.200902155,False
259,29,0.200902799,True
66,30,0.200903853,True
121,41,0.200904189,True
210,22,0.200905045,False
251,58,0.200905572,True
87,125,0.200906326,False
55,92,0.200906395,False
214,9,0.200906592,False
128,37,0.200906816,True
140,49,0.200906933,True
288,69,0.200907325,False
278,80,0.200908282,True
143,0,0.200908942,False
87,161,0.200909295,False
330,107,0.200910293,False
261,78,0.200910939,False
325,42,0.200911917,False
146,136,0.20091205,False
345,108,0.200912141,True
200,0,0.200912266,True
215,99,0.200913727,True
85,88,0.200914034,False
327,123,0.200914519,True
205,86,0.200914685,True
131,58,0.200914969,False
60,20,0.200915217,True
194,0,0.200915234,False
82,66,0.200915425,False
41,24,0.200915772,False
203,3,0.200916358,True
307,113,0.200918518,True
344,130,0.200918867,True
70,76,0.20091969,False
150,45,0.200919937,False
118,66,0.200919943,False
58,88,0.200920966,True
268,85,0.200922308,True
157,121,0.200922371,False
210,12,0.200922411,True
24,38,0.200922519,False
303,50,0.200922528,True
176,36,0.200922601,False
200,16,0.200922994,True
341,66,0.200923283,True
159,110,0.200924213,True
91,41,0.200924595,True
3,45,0.200924825,False
45,143,0.200924828,False
172,38,0.200925308,False
322,112,0.200926107,False
336,167,0.20092618,False
162,33,0.200926408,True
30,122,0.200926663,True
309,14,0.200926771,True
308,121,0.200926896,True
97,78,0.200927175,False
246,155,0.200927578,True
252,53,0.20092788,True
98,70,0.200928191,True
213,9,0.200929125,False
170,39,0.20092935,False
250,14,0.200929615,False
257,5,0.200930314,True
140,6,0.200931041,True
39,48,0.200932009,True
159,111,0.200932075,True
85,77,0.200932695,False
318,158,0.200933138,False
337,123,0.200935485,False
252,7,0.200935806,True
193,19,0.200936541,True
112,74,0.200936912,False
323,7,0.200937454,True
211,12,0.200937647,True
9,63,0.200937684,False
321,43,0.200937892,False
70,106,0.200938422,False
65,177,0.200939258,True
85,45,0.200939342,True
119,3,0.200940024,False
296,33,0.200940089,True
101,76,0.200940335,False
316,133,0.200941063,True
118,20,0.200941404,True
106,65,0.200941881,True
335,167,0.200942099,False
162,43,0.200942843,False
344,24,0.200943387,True
65,129,0.200944372,False
217,8,0.200944651,False
66,149,0.200944765,True
184,20,0.200944903,False
184,108,0.20094549,True
115,22,0.200945761,True
184,41,0.200947323,True
132,11,0.200947606,True
99,19,0.200947685,False
193,50,0.200948761,True
170,13,0.200948916,True
1,58,0.20094935,True
167,132,0.200950665,False
131,69,0.200951363,False
72,76,0.200952147,True
298,18,0.200952153,True
196,28,0.200952457,False
163,0,0.200953217,False
167,17,0.200953903,False
227,13,0.200954107,False
271,55,0.200955575,False
321,44,0.200956802,False
195,43,0.200957948,False
116,18,0.200959211,False
123,40,0.200959973,True
2,84,0.2009602,False
88,64,0.200960296,True
140,45,0.200960441,True
327,146,0.200960643,True
102,32,0.200962842,True
276,104,0.200963827,False
334,167,0.200963937,False
137,33,0.200964381,False
329,133,0.200964848,True
43,49,0.200964899,True
139,131,0.200965121,False
143,41,0.200965205,False
276,94,0.200965628,True
188,107,0.20096593,False
137,46,0.200967085,True
188,95,0.200968911,False
330,92,0.200969053,True
163,111,0.200969545,False
235,26,0.200970077,False
331,28,0.200970134,False
134,54,0.200970349,False
111,118,0.200971049,True
342,162,0.200971977,False
152,55,0.200971977,False
125,51,0.200972033,False
135,117,0.200972482,False
59,102,0.200972722,False
153,38,0.200973064,True
40,9,0.200973218,False
261,89,0.200973265,True
256,52,0.200975683,True
272,69,0.200975795,True
144,56,0.200976516,True
173,28,0.200976785,True
47,82,0.200976903,True
68,10,0.20097693,True
191,107,0.200976963,False
328,133,0.200977609,True
72,121,0.200977692,True
261,7,0.200977867,False
327,89,0.20097845,True
183,2,0.200979215,False
17,109,0.200979291,True
70,89,0.200979476,False
178,96,0.200980969,False
248,3,0.20098164,False
74,56,0.200982253,True
37,51,0.200983043,True
36,201,0.200983465,False
17,41,0.200983887,False
193,99,0.200985921,False
42,113,0.200986549,False
138,44,0.200988791,False
294,25,0.200988875,True
224,3,0.200989073,False
161,55,0.2009893,False
52,128,0.200989872,True
125,53,0.200990192,True
126,40,0.20099132,False
206,24,0.200992004,False
327,83,0.20099218,False
255,4,0.200992878,True
328,11,0.200993347,False
165,122,0.200993923,True
9,248,0.200994094,False
99,31,0.200994997,False
167,33,0.200995697,True
302,49,0.200995731,True
182,108,0.200996099,False
192,98,0.200996373,True
195,16,0.200996435,False
189,20,0.200996438,True
326,89,0.200996776,True
214,93,0.200997466,False
333,100,0.200997976,False
285,64,0.20099813,False
27,77,0.20099822,True
104,74,0.200998353,False
25,136,0.200998383,False
71,77,0.200998813,True
146,108,0.200998883,True
183,23,0.200999554,True
164,54,0.200999616,False
152,38,0.200999753,True
270,0,0.201000063,True
323,6,0.201000074,True
171,45,0.201001372,True
180,24,0.201001413,True
173,30,0.201002013,True
139,30,0.201002084,True
57,29,0.20100215,True
275,39,0.201003292,False
207,23,0.201003377,False
341,164,0.201004298,False
81,116,0.201004962,True
155,21,0.201005398,True
171,38,0.201006374,False
326,32,0.201007029,False
307,84,0.201007557,True
130,84,0.201007811,True
149,49,0.201007942,False
260,7,0.201009528,False
300,83,0.201009583,True
102,38,0.201009589,False
90,175,0.201010483,False
38,122,0.201010501,True
94,183,0.201010676,False
100,67,0.201010895,False
96,108,0.201011305,True
45,21,0.201011497,False
237,12,0.201012585,False
15,45,0.201012612,False
295,31,0.2010127,True
51,15,0.201013035,False
157,108,0.201013843,True
110,26,0.201013991,True
320,154,0.201014937,False
315,143,0.201015555,True
276,30,0.20101581,False
276,96,0.201016385,False
327,140,0.201016631,True
100,53,0.201017104,False
271,95,0.20101718,False
337,58,0.201017264,True
119,55,0.201017843,False
50,141,0.201018934,False
112,21,0.201019206,False
326,107,0.201019657,False
77,70,0.201020591,False
76,71,0.201022018,False
22,44,0.201022327,False
109,61,0.201022652,False
87,184,0.201023893,False
95,62,0.201024024,True
160,109,0.201024207,True
26,148,0.201024293,True
264,14,0.201024835,False
333,134,0.201025259,True
280,100,0.201028248,False
65,40,0.201028744,True
53,6,0.201028954,False
52,14,0.20102913,False
276,72,0.201029567,True
172,28,0.201029935,True
20,50,0.201030956,False
329,103,0.201031942,True
160,16,0.201032055,False
134,113,0.201032101,False
103,53,0.201033143,True
283,54,0.201033523,False
89,61,0.201033567,False
332,64,0.201033622,True
170,29,0.201033889,True
272,51,0.201033918,True
175,113,0.201034196,False
30,138,0.201034694,True
134,6,0.201036525,False
34,85,0.201038412,False
126,74,0.201038505,False
73,89,0.201039538,False
183,98,0.201039922,False
64,81,0.201040869,False
244,153,0.201041268,True
173,38,0.201042192,False
292,91,0.20104221,False
85,87,0.201042876,False
293,107,0.201043081,False
220,8,0.201043598,True
217,161,0.201045217,True
337,0,0.20104523,True
131,32,0.201046207,False
22,92,0.201046694,True
281,46,0.201047847,False
148,47,0.201048105,False
254,13,0.201048998,False
310,0,0.201049425,True
250,75,0.201049524,True
187,100,0.201050038,True
229,23,0.201050872,False
95,72,0.201051425,True
277,73,0.201051466,True
178,15,0.201051727,False
174,44,0.201051935,True
274,95,0.201052063,False
124,52,0.201052557,False
121,54,0.201052614,False
49,13,0.201053149,False
186,105,0.201054226,False
94,112,0.201055061,True
208,11,0.201055064,False
88,8,0.201055192,True
179,35,0.201055691,False
220,22,0.201056048,True
87,122,0.201056444,True
166,112,0.201056849,True
159,21,0.201056898,False
284,22,0.201057323,False
74,88,0.20105735,False
13,149,0.201057391,True
84,151,0.201057618,False
147,48,0.201057827,False
326,108,0.201058562,False
317,151,0.201058868,True
341,93,0.201059054,False
189,21,0.201059076,True
176,8,0.201059188,False
75,117,0.201059533,True
32,125,0.201059911,False
97,72,0.201060851,True
303,117,0.201062881,True
197,15,0.201062932,False
332,69,0.201064141,True
215,12,0.201064259,False
5,227,0.201064605,True
249,29,0.201064791,False
254,68,0.201065005,True
114,58,0.201065088,False
151,48,0.201065334,False
40,103,0.201065775,False
169,2,0.201065797,True
318,59,0.201065817,True
122,113,0.201066234,True
170,117,0.201066241,False
255,19,0.201066289,True
298,81,0.20106695,True
46,101,0.20106837,True
48,192,0.201068981,False
333,167,0.201069048,False
56,30,0.201069301,True
321,114,0.20106968,False
250,65,0.201070812,True
276,62,0.20107088,True
331,97,0.201071862,False
38,118,0.20107215,True
92,97,0.201072282,False
240,9,0.201072309,False
159,16,0.201072614,False
201,18,0.201072934,True
265,16,0.201072959,False
76,73,0.20107306,True
254,27,0.201073457,True
89,60,0.201073612,False
121,67,0.20107404,True
186,32,0.201075318,False
117,106,0.201076275,False
329,134,0.201076927,True
6,62,0.201077309,False
205,12,0.201078031,False
183,48,0.201078059,False
311,97,0.201079824,True
77,11,0.201080205,True
68,91,0.201080341,False
122,14,0.201080635,False
141,29,0.201081037,True
108,24,0.201081069,False
333,97,0.20108141,True
195,18,0.201081595,True
210,86,0.201081748,False
147,47,0.201084722,False
74,119,0.201084881,True
255,28,0.201085237,False
190,20,0.201085561,True
326,39,0.2010858,False
255,75,0.201085802,True
95,22,0.201086612,False
160,98,0.2010875,True
338,69,0.201088038,False
86,66,0.201088357,True
90,76,0.201088544,True
91,62,0.201088843,True
174,98,0.20108898,False
342,79,0.201089722,True
336,87,0.201089792,True
137,26,0.201090472,False
342,75,0.201090987,False
165,18,0.201091044,False
337,167,0.20109187,False
157,56,0.201092899,False
134,33,0.201093054,True
151,37,0.201093426,False
57,4,0.201093597,False
320,156,0.201093743,False
121,55,0.201094616,True
34,25,0.201094807,False
156,18,0.201094945,False
187,92,0.201096151,False
4,160,0.201096233,False
264,3,0.201098122,True
186,20,0.201098969,False
176,23,0.201099426,False
137,43,0.201099886,False
16,148,0.201100197,False
339,71,0.201100274,True
155,46,0.201101723,False
323,38,0.201102171,True
321,53,0.201102416,False
42,96,0.201103246,True
234,14,0.201103264,False
172,106,0.201104343,False
182,116,0.201104917,False
24,236,0.201106466,False
102,172,0.201106671,False
130,50,0.201107527,True
174,25,0.20110792,False
76,12,0.201107959,True
23,239,0.201108954,True
113,103,0.201108961,True
96,77,0.201109561,False
50,138,0.201110369,True
142,42,0.201111041,False
324,19,0.201111468,False
158,17,0.201112077,False
65,70,0.201112663,True
82,49,0.201113438,True
273,56,0.201113703,True
334,53,0.201115743,True
271,60,0.20111656,True
125,45,0.201119784,True
181,3,0.201119953,False
138,28,0.201120949,False
155,35,0.201121892,False
38,175,0.201124282,False
59,46,0.201124548,True
169,0,0.201124743,True
144,3,0.201124869,True
219,78,0.201125492,False
35,174,0.201126168,True
237,81,0.201126622,False
319,46,0.201127457,False
84,123,0.201127632,True
214,21,0.201128559,False
124,37,0.201128659,False
148,1,0.20112949,True
169,3,0.201130755,True
202,88,0.201131127,True
130,48,0.20113143,False
193,89,0.201131607,True
339,166,0.201133746,False
79,147,0.201134103,True
90,60,0.201134179,False
295,29,0.201134222,True
91,73,0.201134506,False
172,87,0.201134513,True
51,134,0.201134566,True
79,69,0.201134676,False
31,95,0.201135333,True
125,44,0.201135685,True
42,26,0.201136027,False
71,136,0.201136047,True
87,160,0.201136454,False
166,47,0.201137499,True
112,110,0.201137721,False
238,81,0.201138035,False
328,41,0.201138039,False
115,69,0.201138318,True
328,91,0.201139016,False
182,115,0.201139321,False
94,71,0.201139936,False
71,173,0.201140926,True
282,28,0.201141098,False
179,25,0.201141454,True
326,168,0.201141721,False
321,4,0.201142984,False
44,131,0.201143001,False
177,111,0.201143359,False
101,173,0.201143365,False
203,13,0.201144977,False
280,46,0.201145088,False
8,105,0.201145329,True
133,47,0.201145913,False
251,12,0.201146085,False
7,221,0.201146846,False
259,5,0.201147398,True
190,102,0.201147635,False
