x,y,t,polarity
4.0,53.0,24.695699000999998,1.0
207.0,52.0,24.695699000999998,1.0
8.0,55.0,24.6957,0.0
166.0,61.0,24.6957,1.0
191.0,44.0,24.6957,0.0
14.0,40.0,24.695701001,0.0
237.0,43.0,24.695701001,0.0
46.0,33.0,24.695702,1.0
110.0,67.0,24.695702,0.0
131.0,71.0,24.695702,1.0
220.0,70.0,24.695703,1.0
145.0,75.0,24.695703,0.0
196.0,75.0,24.695703,1.0
149.0,73.0,24.695704001,0.0
237.0,73.0,24.695704001,1.0
54.0,80.0,24.695704001,1.0
61.0,86.0,24.695705,1.0
118.0,86.0,24.695705,0.0
215.0,88.0,24.695705,1.0
66.0,89.0,24.695705,1.0
138.0,100.0,24.695706,1.0
180.0,100.0,24.695706,0.0
21.0,97.0,24.695706,0.0
117.0,97.0,24.695706,0.0
217.0,105.0,24.695707001,0.0
111.0,110.0,24.695707001,1.0
230.0,109.0,24.695708,1.0
131.0,116.0,24.695708,0.0
155.0,119.0,24.695708,1.0
94.0,114.0,24.695709000999997,0.0
160.0,125.0,24.695709000999997,0.0
189.0,125.0,24.695709000999997,0.0
3.0,127.0,24.695710001,0.0
178.0,127.0,24.695710001,0.0
234.0,140.0,24.695710001,1.0
10.0,132.0,24.695711,0.0
102.0,132.0,24.695711,0.0
115.0,134.0,24.695711,0.0
80.0,129.0,24.695712001,0.0
110.0,129.0,24.695712001,0.0
154.0,129.0,24.695712001,0.0
180.0,129.0,24.695712001,0.0
111.0,130.0,24.695712001,0.0
4.0,145.0,24.695713000999998,1.0
88.0,145.0,24.695713000999998,0.0
139.0,146.0,24.695713000999998,0.0
156.0,146.0,24.695713000999998,0.0
222.0,150.0,24.695714,1.0
174.0,156.0,24.695714,1.0
145.0,158.0,24.695715001,0.0
94.0,154.0,24.695715001,0.0
28.0,152.0,24.695715001,0.0
38.0,152.0,24.695715001,0.0
202.0,152.0,24.695715001,0.0
102.0,153.0,24.695716,0.0
149.0,168.0,24.695716,0.0
67.0,170.0,24.695717,0.0
219.0,170.0,24.695717,0.0
155.0,175.0,24.695717,1.0
216.0,175.0,24.695717,0.0
54.0,178.0,24.695718001,0.0
193.0,162.0,24.695718001,1.0
5.0,161.0,24.695719,0.0
169.0,161.0,24.695719,0.0
178.0,161.0,24.695719,0.0
184.0,160.0,24.695719,1.0
134.0,165.0,24.69572,0.0
143.0,165.0,24.69572,0.0
144.0,165.0,24.69572,0.0
59.0,11.0,24.69572,1.0
71.0,8.0,24.695721001,0.0
185.0,13.0,24.695721001,0.0
102.0,6.0,24.695721001,0.0
158.0,23.0,24.695722,0.0
113.0,31.0,24.695722,0.0
80.0,28.0,24.695723,1.0
178.0,28.0,24.695723,1.0
79.0,24.0,24.695723,1.0
232.0,24.0,24.695723,0.0
150.0,45.0,24.695724001,0.0
195.0,45.0,24.695724001,1.0
105.0,46.0,24.695724001,0.0
151.0,46.0,24.695724001,0.0
155.0,42.0,24.695725,0.0
236.0,42.0,24.695725,0.0
66.0,56.0,24.695725,1.0
120.0,59.0,24.695726001,1.0
89.0,61.0,24.695726001,0.0
234.0,61.0,24.695726001,0.0
83.0,54.0,24.695727000999998,0.0
178.0,54.0,24.695727000999998,0.0
177.0,52.0,24.695727000999998,0.0
180.0,49.0,24.695727000999998,0.0
200.0,51.0,24.695728,0.0
154.0,66.0,24.695728,0.0
222.0,64.0,24.695729001,1.0
223.0,64.0,24.695729001,0.0
52.0,79.0,24.695729001,1.0
85.0,79.0,24.695729001,1.0
123.0,76.0,24.695730000999998,1.0
22.0,72.0,24.695730000999998,0.0
109.0,91.0,24.695730000999998,0.0
132.0,91.0,24.695730000999998,0.0
215.0,86.0,24.695731,0.0
86.0,87.0,24.695731,0.0
113.0,87.0,24.695731,0.0
239.0,85.0,24.695732001,0.0
53.0,103.0,24.695732001,0.0
69.0,102.0,24.695733,0.0
47.0,100.0,24.695733,1.0
217.0,100.0,24.695733,0.0
58.0,108.0,24.695734,0.0
61.0,113.0,24.695734,0.0
173.0,113.0,24.695734,0.0
118.0,112.0,24.695734,0.0
95.0,115.0,24.695735001,0.0
209.0,119.0,24.695735001,1.0
137.0,121.0,24.695736,0.0
138.0,121.0,24.695736,1.0
143.0,123.0,24.695736,1.0
87.0,138.0,24.695737,0.0
107.0,138.0,24.695737,0.0
234.0,138.0,24.695737,1.0
194.0,143.0,24.695737,0.0
19.0,135.0,24.695738001,0.0
180.0,128.0,24.695738001,0.0
34.0,147.0,24.695738001,1.0
64.0,147.0,24.695738001,0.0
146.0,151.0,24.695739,0.0
164.0,157.0,24.695739,1.0
173.0,155.0,24.695740001,1.0
229.0,167.0,24.695740001,0.0
20.0,177.0,24.695741001,0.0
102.0,179.0,24.695741001,0.0
38.0,22.0,24.695745,0.0
223.0,22.0,24.695745,0.0
203.0,20.0,24.695746001,1.0
154.0,19.0,24.695746001,0.0
93.0,16.0,24.695746001,0.0
42.0,26.0,24.695747,0.0
138.0,28.0,24.695747,1.0
221.0,28.0,24.695747,1.0
184.0,31.0,24.695748,1.0
65.0,4.0,24.695748,1.0
135.0,12.0,24.695748,0.0
143.0,14.0,24.695749001,1.0
83.0,55.0,24.695749001,0.0
178.0,55.0,24.695749001,0.0
92.0,57.0,24.695753,0.0
219.0,56.0,24.695754000999997,1.0
52.0,45.0,24.695754000999997,1.0
48.0,44.0,24.695755001,0.0
71.0,40.0,24.695755001,1.0
135.0,34.0,24.695755001,1.0
140.0,33.0,24.695756,1.0
98.0,32.0,24.695756,1.0
107.0,32.0,24.695756,1.0
45.0,36.0,24.695757001,0.0
76.0,36.0,24.695757001,0.0
204.0,36.0,24.695757001,1.0
108.0,92.0,24.695757001,0.0
221.0,88.0,24.695758000999998,1.0
203.0,81.0,24.695758000999998,0.0
216.0,74.0,24.695759,1.0
222.0,78.0,24.695759,1.0
153.0,99.0,24.695759,1.0
95.0,103.0,24.695760001,0.0
217.0,103.0,24.695760001,1.0
124.0,106.0,24.695760001,0.0
210.0,106.0,24.695760001,0.0
210.0,117.0,24.695761,1.0
224.0,117.0,24.695761,0.0
199.0,125.0,24.695761,0.0
99.0,121.0,24.695762,0.0
185.0,121.0,24.695762,0.0
230.0,121.0,24.695762,1.0
102.0,142.0,24.695762,0.0
110.0,142.0,24.695762,0.0
112.0,141.0,24.695763001,0.0
161.0,141.0,24.695763001,1.0
124.0,137.0,24.695763001,1.0
152.0,138.0,24.695764,1.0
165.0,132.0,24.695764,0.0
235.0,132.0,24.695764,1.0
56.0,130.0,24.695765,0.0
142.0,130.0,24.695765,1.0
178.0,144.0,24.695765,0.0
14.0,145.0,24.695766001,1.0
158.0,145.0,24.695766001,0.0
151.0,152.0,24.695766001,0.0
148.0,163.0,24.695766001,0.0
228.0,163.0,24.695766001,1.0
179.0,160.0,24.695767,0.0
211.0,160.0,24.695767,0.0
137.0,161.0,24.695768,1.0
0.0,173.0,24.695768,0.0
75.0,173.0,24.695768,1.0
228.0,173.0,24.695768,1.0
17.0,172.0,24.695769001,1.0
53.0,172.0,24.695769001,1.0
155.0,172.0,24.695769001,1.0
55.0,175.0,24.695769001,1.0
157.0,175.0,24.695769001,1.0
229.0,175.0,24.695769001,0.0
136.0,174.0,24.69577,0.0
207.0,168.0,24.69577,1.0
206.0,178.0,24.695771001,0.0
31.0,25.0,24.695771001,0.0
189.0,25.0,24.695771001,0.0
176.0,26.0,24.695772000999998,1.0
104.0,9.0,24.695772000999998,0.0
42.0,8.0,24.695772000999998,1.0
42.0,13.0,24.695773,0.0
86.0,13.0,24.695773,1.0
159.0,50.0,24.695773,1.0
179.0,53.0,24.695774001,0.0
187.0,53.0,24.695774001,1.0
200.0,55.0,24.695774001,1.0
85.0,58.0,24.695775000999998,1.0
129.0,59.0,24.695775000999998,0.0
192.0,62.0,24.695775000999998,0.0
22.0,60.0,24.695776,1.0
85.0,92.0,24.695780001,1.0
211.0,92.0,24.695780001,0.0
90.0,91.0,24.695780001,0.0
142.0,71.0,24.695781,1.0
150.0,71.0,24.695781,0.0
54.0,68.0,24.695781,0.0
91.0,77.0,24.695782,0.0
133.0,76.0,24.695782,1.0
199.0,76.0,24.695782,0.0
217.0,97.0,24.695783001,1.0
72.0,104.0,24.695783001,1.0
189.0,113.0,24.695783001,0.0
113.0,115.0,24.695784,1.0
180.0,119.0,24.695784,1.0
136.0,122.0,24.695785000999997,0.0
129.0,126.0,24.695785000999997,1.0
23.0,150.0,24.695785000999997,1.0
182.0,150.0,24.695785000999997,1.0
28.0,151.0,24.695786001,0.0
103.0,149.0,24.695786001,1.0
152.0,146.0,24.695787,0.0
75.0,154.0,24.695787,1.0
235.0,155.0,24.695787,0.0
2.0,156.0,24.695788001,1.0
177.0,139.0,24.695788001,1.0
76.0,136.0,24.695789000999998,1.0
232.0,136.0,24.695789000999998,1.0
141.0,129.0,24.695789000999998,1.0
134.0,166.0,24.69579,0.0
121.0,163.0,24.69579,1.0
213.0,163.0,24.69579,0.0
10.0,169.0,24.695791001,0.0
93.0,169.0,24.695791001,1.0
162.0,169.0,24.695791001,1.0
191.0,168.0,24.695791001,1.0
73.0,172.0,24.695792,1.0
117.0,175.0,24.695792,1.0
144.0,175.0,24.695792,1.0
129.0,174.0,24.695792,1.0
121.0,179.0,24.695793,0.0
174.0,41.0,24.695793,1.0
234.0,41.0,24.695793,0.0
10.0,43.0,24.695794001,1.0
192.0,42.0,24.695794001,1.0
116.0,33.0,24.695795,1.0
237.0,33.0,24.695795,0.0
231.0,35.0,24.695795,1.0
35.0,37.0,24.695795,0.0
239.0,51.0,24.695796,0.0
207.0,59.0,24.695796,1.0
58.0,58.0,24.695797001,1.0
158.0,58.0,24.695797001,1.0
155.0,13.0,24.695797001,1.0
82.0,14.0,24.695798,0.0
134.0,14.0,24.695798,1.0
184.0,15.0,24.695798,0.0
34.0,3.0,24.695798,1.0
140.0,16.0,24.695799000999997,0.0
156.0,23.0,24.695799000999997,1.0
224.0,24.0,24.695800001,1.0
134.0,31.0,24.695800001,1.0
214.0,28.0,24.695800001,1.0
210.0,81.0,24.695801,1.0
234.0,80.0,24.695801,0.0
109.0,84.0,24.695802001,1.0
220.0,94.0,24.695802001,0.0
230.0,94.0,24.695802001,1.0
76.0,93.0,24.695803000999998,1.0
84.0,93.0,24.695803000999998,1.0
218.0,93.0,24.695803000999998,1.0
194.0,89.0,24.695803000999998,0.0
196.0,89.0,24.695803000999998,1.0
51.0,88.0,24.695804,1.0
196.0,88.0,24.695804,1.0
48.0,90.0,24.695804,1.0
41.0,77.0,24.695805001,1.0
112.0,78.0,24.695805001,1.0
94.0,75.0,24.695805001,1.0
126.0,75.0,24.695805001,0.0
164.0,75.0,24.695805001,0.0
161.0,74.0,24.695806000999998,1.0
17.0,72.0,24.695806000999998,1.0
155.0,65.0,24.695807,0.0
214.0,65.0,24.695807,1.0
166.0,66.0,24.695807,1.0
21.0,70.0,24.695808001,0.0
208.0,70.0,24.695808001,1.0
150.0,101.0,24.695808001,0.0
238.0,101.0,24.695808001,1.0
0.0,96.0,24.695809,0.0
76.0,96.0,24.695809,1.0
56.0,110.0,24.695809,0.0
198.0,110.0,24.695809,1.0
131.0,120.0,24.69581,1.0
148.0,122.0,24.69581,0.0
62.0,124.0,24.695811001,0.0
98.0,124.0,24.695811001,0.0
207.0,119.0,24.695811001,1.0
148.0,114.0,24.695812,0.0
209.0,134.0,24.695812,1.0
238.0,132.0,24.695812,1.0
204.0,139.0,24.695813,1.0
123.0,136.0,24.695813,1.0
69.0,159.0,24.695814001,0.0
232.0,159.0,24.695814001,0.0
76.0,154.0,24.695814001,1.0
223.0,155.0,24.695814001,1.0
134.0,152.0,24.695815,0.0
198.0,152.0,24.695815,1.0
62.0,145.0,24.695815,0.0
102.0,145.0,24.695815,0.0
210.0,145.0,24.695815,0.0
100.0,147.0,24.695816001,0.0
101.0,148.0,24.695816001,0.0
221.0,148.0,24.695816001,1.0
24.0,149.0,24.695817000999998,1.0
138.0,149.0,24.695817000999998,0.0
191.0,167.0,24.695817000999998,0.0
195.0,166.0,24.695818,0.0
30.0,165.0,24.695818,0.0
86.0,178.0,24.695819001,0.0
52.0,177.0,24.695819001,1.0
125.0,177.0,24.695819001,0.0
112.0,169.0,24.695820000999998,1.0
141.0,173.0,24.695820000999998,0.0
200.0,174.0,24.695820000999998,1.0
34.0,41.0,24.695821,1.0
149.0,41.0,24.695821,0.0
238.0,40.0,24.695821,0.0
162.0,46.0,24.695822001,0.0
42.0,47.0,24.695822001,0.0
189.0,33.0,24.695822001,0.0
11.0,49.0,24.695823,0.0
74.0,49.0,24.695823,0.0
148.0,49.0,24.695823,1.0
180.0,53.0,24.695823,0.0
129.0,57.0,24.695824,0.0
178.0,57.0,24.695824,0.0
64.0,8.0,24.695824,1.0
108.0,9.0,24.695825001,0.0
134.0,9.0,24.695825001,0.0
143.0,11.0,24.695825001,0.0
146.0,10.0,24.695826,1.0
171.0,10.0,24.695826,0.0
104.0,20.0,24.695826,0.0
3.0,22.0,24.695827,1.0
121.0,22.0,24.695827,1.0
161.0,16.0,24.695827,1.0
114.0,19.0,24.695827,1.0
34.0,30.0,24.695828001,0.0
236.0,83.0,24.695828001,0.0
82.0,85.0,24.695832,1.0
21.0,95.0,24.695833001,0.0
54.0,95.0,24.695833001,0.0
226.0,95.0,24.695833001,0.0
196.0,92.0,24.695833001,1.0
24.0,93.0,24.695834000999998,0.0
47.0,93.0,24.695834000999998,1.0
82.0,93.0,24.695834000999998,1.0
69.0,73.0,24.695834000999998,0.0
239.0,73.0,24.695834000999998,0.0
196.0,74.0,24.695835,1.0
233.0,77.0,24.695835,1.0
218.0,68.0,24.695836001,1.0
225.0,68.0,24.695836001,1.0
133.0,103.0,24.695836001,1.0
33.0,109.0,24.695837,0.0
28.0,111.0,24.695837,1.0
108.0,105.0,24.695837,0.0
152.0,112.0,24.695838,1.0
222.0,115.0,24.695838,0.0
210.0,123.0,24.695839001,1.0
107.0,127.0,24.695839001,0.0
166.0,126.0,24.695839001,1.0
227.0,143.0,24.69584,1.0
168.0,141.0,24.69584,1.0
56.0,140.0,24.695841,0.0
162.0,140.0,24.695841,1.0
72.0,130.0,24.695841,1.0
38.0,128.0,24.695842001,0.0
193.0,151.0,24.695842001,1.0
105.0,148.0,24.695842001,0.0
138.0,148.0,24.695842001,1.0
145.0,148.0,24.695842001,0.0
226.0,157.0,24.695843,1.0
172.0,172.0,24.695843,0.0
203.0,171.0,24.695844,0.0
193.0,161.0,24.695844,1.0
232.0,161.0,24.695844,0.0
125.0,3.0,24.695845001,0.0
132.0,15.0,24.695845001,1.0
158.0,20.0,24.695849,1.0
73.0,21.0,24.695850001,0.0
126.0,60.0,24.695850001,0.0
60.0,53.0,24.695850001,1.0
76.0,53.0,24.695850001,1.0
73.0,49.0,24.695851000999998,0.0
190.0,49.0,24.695851000999998,0.0
231.0,36.0,24.695851000999998,1.0
151.0,41.0,24.695852,1.0
206.0,40.0,24.695852,1.0
129.0,44.0,24.695853001,1.0
70.0,47.0,24.695853001,1.0
116.0,80.0,24.695853001,1.0
118.0,80.0,24.695853001,0.0
200.0,82.0,24.695854,1.0
57.0,87.0,24.695854,0.0
91.0,87.0,24.695854,0.0
15.0,94.0,24.695855,1.0
222.0,94.0,24.695855,1.0
212.0,95.0,24.695855,1.0
222.0,93.0,24.695856001,1.0
9.0,76.0,24.695856001,0.0
104.0,76.0,24.695856001,0.0
24.0,75.0,24.695857,0.0
34.0,116.0,24.695857,0.0
229.0,116.0,24.695857,0.0
123.0,98.0,24.695858,0.0
186.0,96.0,24.695858,1.0
230.0,96.0,24.695858,1.0
16.0,132.0,24.695862001,1.0
110.0,134.0,24.695863,1.0
107.0,131.0,24.695863,0.0
71.0,130.0,24.695863,1.0
161.0,130.0,24.695863,0.0
190.0,136.0,24.695864001,0.0
150.0,139.0,24.695864001,0.0
14.0,144.0,24.695865000999998,1.0
142.0,146.0,24.695865000999998,1.0
204.0,162.0,24.695866,1.0
149.0,163.0,24.695866,0.0
187.0,163.0,24.695866,0.0
0.0,160.0,24.695866,1.0
112.0,177.0,24.695867001,1.0
170.0,174.0,24.695867001,0.0
107.0,173.0,24.695868,1.0
216.0,172.0,24.695868,0.0
199.0,170.0,24.695868,1.0
140.0,18.0,24.695869,0.0
219.0,22.0,24.695869,0.0
133.0,20.0,24.695870001,1.0
155.0,20.0,24.695870001,0.0
233.0,24.0,24.695870001,0.0
38.0,34.0,24.695871,0.0
196.0,39.0,24.695871,0.0
223.0,45.0,24.695871,1.0
6.0,49.0,24.695872,1.0
239.0,48.0,24.695872,0.0
226.0,63.0,24.695873001,1.0
223.0,62.0,24.695873001,0.0
63.0,58.0,24.695873001,0.0
180.0,64.0,24.695874,1.0
205.0,64.0,24.695874,0.0
110.0,91.0,24.695874,0.0
43.0,103.0,24.695875000999997,1.0
52.0,99.0,24.695875000999997,0.0
205.0,110.0,24.695875000999997,1.0
59.0,122.0,24.695876001,0.0
149.0,119.0,24.695876001,0.0
110.0,116.0,24.695877,1.0
25.0,164.0,24.695877,1.0
216.0,164.0,24.695877,1.0
203.0,161.0,24.695878001,1.0
102.0,169.0,24.695878001,0.0
7.0,168.0,24.695878001,0.0
199.0,177.0,24.695879000999998,1.0
67.0,158.0,24.695879000999998,0.0
65.0,159.0,24.69588,1.0
162.0,159.0,24.69588,1.0
136.0,151.0,24.69588,0.0
102.0,129.0,24.69588,1.0
2.0,128.0,24.695881001,0.0
53.0,128.0,24.695881001,1.0
155.0,134.0,24.695881001,0.0
62.0,26.0,24.695882000999998,1.0
97.0,26.0,24.695882000999998,0.0
61.0,18.0,24.695882000999998,1.0
145.0,14.0,24.695883,1.0
97.0,11.0,24.695883,1.0
148.0,48.0,24.695887001,1.0
3.0,58.0,24.695888,1.0
207.0,61.0,24.695888,1.0
77.0,33.0,24.695888,0.0
135.0,33.0,24.695888,1.0
210.0,41.0,24.695889,0.0
104.0,44.0,24.695889,0.0
208.0,44.0,24.695889,1.0
120.0,66.0,24.695890001,0.0
92.0,68.0,24.695890001,0.0
51.0,78.0,24.695891,1.0
142.0,79.0,24.695891,0.0
197.0,79.0,24.695891,0.0
43.0,80.0,24.695892001,0.0
196.0,80.0,24.695892001,0.0
203.0,80.0,24.695892001,1.0
192.0,81.0,24.695892001,1.0
54.0,83.0,24.695893000999998,1.0
239.0,83.0,24.695893000999998,0.0
204.0,92.0,24.695893000999998,0.0
44.0,88.0,24.695893000999998,1.0
7.0,125.0,24.695894,0.0
237.0,125.0,24.695894,1.0
22.0,127.0,24.695894,1.0
235.0,127.0,24.695894,1.0
114.0,126.0,24.695895001,0.0
134.0,126.0,24.695895001,0.0
57.0,120.0,24.695895001,0.0
111.0,113.0,24.695896000999998,1.0
131.0,112.0,24.695896000999998,0.0
132.0,119.0,24.695897,0.0
37.0,116.0,24.695897,0.0
237.0,97.0,24.695897,1.0
69.0,96.0,24.695898001,0.0
217.0,96.0,24.695898001,1.0
225.0,96.0,24.695898001,0.0
122.0,101.0,24.695898001,0.0
1.0,106.0,24.695899,0.0
168.0,145.0,24.695899,1.0
102.0,144.0,24.6959,0.0
56.0,147.0,24.6959,0.0
145.0,147.0,24.6959,0.0
165.0,150.0,24.695901001,0.0
25.0,151.0,24.695901001,1.0
11.0,154.0,24.695901001,0.0
222.0,154.0,24.695901001,1.0
34.0,133.0,24.695902,0.0
53.0,133.0,24.695902,0.0
152.0,133.0,24.695902,0.0
170.0,133.0,24.695902,0.0
154.0,135.0,24.695903,0.0
149.0,162.0,24.695903,0.0
219.0,162.0,24.695903,1.0
2.0,163.0,24.695903,1.0
221.0,163.0,24.695903,0.0
206.0,166.0,24.695904001,1.0
37.0,171.0,24.695904001,0.0
107.0,171.0,24.695904001,1.0
204.0,171.0,24.695904001,0.0
231.0,169.0,24.695905,0.0
180.0,172.0,24.695905,1.0
201.0,174.0,24.695906000999997,0.0
30.0,176.0,24.695906000999997,0.0
160.0,176.0,24.695906000999997,0.0
225.0,28.0,24.695907001,1.0
68.0,29.0,24.695907001,0.0
153.0,29.0,24.695907001,0.0
194.0,25.0,24.695908,1.0
93.0,24.0,24.695908,0.0
185.0,24.0,24.695908,0.0
66.0,27.0,24.695909001,0.0
93.0,27.0,24.695909001,0.0
19.0,19.0,24.695909001,0.0
107.0,19.0,24.695909001,0.0
158.0,19.0,24.695909001,0.0
72.0,18.0,24.695910000999998,0.0
125.0,18.0,24.695910000999998,0.0
13.0,21.0,24.695910000999998,1.0
154.0,21.0,24.695910000999998,0.0
8.0,22.0,24.695911,0.0
95.0,22.0,24.695911,0.0
66.0,13.0,24.695911,1.0
21.0,15.0,24.695912001,0.0
176.0,15.0,24.695912001,0.0
154.0,53.0,24.695912001,0.0
204.0,53.0,24.695912001,0.0
10.0,52.0,24.695913,0.0
35.0,52.0,24.695913,0.0
159.0,51.0,24.695913,1.0
73.0,48.0,24.695914,0.0
210.0,60.0,24.695914,0.0
187.0,56.0,24.695914,1.0
191.0,56.0,24.695914,0.0
137.0,32.0,24.695915001,1.0
170.0,32.0,24.695915001,0.0
142.0,37.0,24.695915001,0.0
185.0,37.0,24.695915001,0.0
12.0,41.0,24.695916,1.0
114.0,69.0,24.695916,1.0
210.0,69.0,24.695916,0.0
22.0,68.0,24.695917,0.0
114.0,68.0,24.695917,1.0
125.0,72.0,24.695917,0.0
45.0,95.0,24.695918001,1.0
136.0,82.0,24.695918001,0.0
108.0,98.0,24.695918001,0.0
214.0,96.0,24.695919,1.0
104.0,97.0,24.695919,1.0
126.0,103.0,24.69592,0.0
211.0,103.0,24.69592,0.0
215.0,104.0,24.69592,1.0
104.0,106.0,24.695921001,1.0
206.0,118.0,24.695921001,1.0
231.0,118.0,24.695921001,1.0
200.0,119.0,24.695922,0.0
34.0,114.0,24.695922,0.0
196.0,112.0,24.695922,1.0
220.0,112.0,24.695922,0.0
109.0,127.0,24.695923001,1.0
217.0,124.0,24.695923001,0.0
141.0,122.0,24.695924000999998,1.0
75.0,141.0,24.695924000999998,1.0
29.0,143.0,24.695924000999998,1.0
81.0,143.0,24.695924000999998,0.0
181.0,137.0,24.695925,0.0
85.0,129.0,24.695925,0.0
64.0,157.0,24.695926001,1.0
110.0,156.0,24.695926001,0.0
89.0,158.0,24.695927000999998,0.0
92.0,158.0,24.695927000999998,0.0
117.0,151.0,24.695927000999998,1.0
171.0,144.0,24.695927000999998,0.0
217.0,163.0,24.695928,1.0
156.0,177.0,24.695932001,1.0
234.0,171.0,24.695932001,0.0
238.0,170.0,24.695933,0.0
130.0,172.0,24.695933,1.0
238.0,172.0,24.695933,0.0
27.0,31.0,24.695934,0.0
223.0,30.0,24.695934,0.0
45.0,20.0,24.695938001,0.0
146.0,16.0,24.695939,1.0
183.0,11.0,24.695939,0.0
99.0,8.0,24.695939,1.0
13.0,59.0,24.695940001,0.0
194.0,59.0,24.695940001,1.0
222.0,56.0,24.695940001,1.0
8.0,57.0,24.695941000999998,0.0
186.0,61.0,24.695941000999998,0.0
10.0,49.0,24.695941000999998,0.0
207.0,49.0,24.695941000999998,0.0
13.0,43.0,24.695942,0.0
174.0,43.0,24.695942,1.0
133.0,36.0,24.695943001,1.0
101.0,77.0,24.695943001,0.0
133.0,78.0,24.695943001,1.0
39.0,79.0,24.695944,1.0
156.0,72.0,24.695944,1.0
154.0,70.0,24.695945,0.0
115.0,71.0,24.695945,1.0
183.0,68.0,24.695945,1.0
112.0,67.0,24.695946001,1.0
211.0,66.0,24.695946001,1.0
2.0,81.0,24.695947,1.0
182.0,80.0,24.695947,1.0
0.0,86.0,24.695947,0.0
105.0,86.0,24.695947,0.0
15.0,84.0,24.695948,0.0
46.0,88.0,24.695948,1.0
52.0,92.0,24.695949001,0.0
202.0,93.0,24.695949001,1.0
105.0,95.0,24.695949001,1.0
29.0,109.0,24.69595,1.0
152.0,110.0,24.69595,0.0
125.0,105.0,24.695951000999997,0.0
212.0,107.0,24.695951000999997,0.0
168.0,101.0,24.695951000999997,0.0
206.0,102.0,24.695952001,1.0
22.0,113.0,24.695952001,0.0
186.0,113.0,24.695952001,1.0
29.0,114.0,24.695953,1.0
92.0,116.0,24.695953,1.0
149.0,116.0,24.695953,0.0
4.0,119.0,24.695954001,1.0
108.0,119.0,24.695954001,1.0
209.0,118.0,24.695954001,1.0
132.0,123.0,24.695955000999998,1.0
88.0,122.0,24.695955000999998,1.0
220.0,121.0,24.695955000999998,1.0
182.0,126.0,24.695956,0.0
219.0,126.0,24.695956,1.0
138.0,143.0,24.695956,1.0
184.0,143.0,24.695956,1.0
76.0,140.0,24.695957001,1.0
53.0,137.0,24.695957001,1.0
34.0,136.0,24.695958,0.0
90.0,136.0,24.695958,0.0
213.0,138.0,24.695958,0.0
91.0,130.0,24.695958,0.0
179.0,130.0,24.695958,0.0
111.0,134.0,24.695959,1.0
116.0,134.0,24.695959,0.0
31.0,133.0,24.695960001,1.0
131.0,133.0,24.695960001,1.0
76.0,132.0,24.695960001,1.0
11.0,159.0,24.695960001,0.0
194.0,159.0,24.695960001,1.0
218.0,157.0,24.695961,1.0
77.0,155.0,24.695961,1.0
219.0,155.0,24.695961,1.0
102.0,152.0,24.695962,0.0
221.0,152.0,24.695962,1.0
